1.1,45.2198,45.2198
1.2,55.936,55.936
1.3,50.6368,50.6368
1.4,44.0422,44.0422
1.5,52.8742,52.8742
1.6,47.6928,47.6928
1.7,51.8144,51.8144
1.8,55.5827,55.5827
1.9,56.5248,56.5248
2,50.6368,50.6368
2.1,47.9283,47.9283
2.2,51.9322,51.9322
2.3,53.1098,53.1098
2.4,52.7565,52.7565
2.5,46.8685,46.8685
2.6,48.6349,48.6349
2.7,50.6368,50.6368
2.8,48.8704,48.8704
2.9,52.2854,52.2854
3,49.9302,49.9302
3.1,50.2835,50.2835
3.2,51.4611,51.4611
3.3,42.5114,42.5114
3.4,50.9901,50.9901
3.5,56.1715,56.1715
3.6,46.8685,46.8685
3.7,47.3395,47.3395
3.8,48.0461,48.0461
3.9,49.577,49.577
4,56.1715,56.1715
4.1,46.0442,46.0442
4.2,56.1715,56.1715
4.3,54.9939,54.9939
4.4,53.1098,53.1098
4.5,51.1078,51.1078
4.6,56.1715,56.1715
4.7,55.8182,55.8182
4.8,50.2835,50.2835
4.9,52.4032,52.4032
5,50.1658,50.1658
5.1,48.2816,48.2816
5.2,56.8781,56.8781
5.3,52.521,52.521
5.4,56.2893,56.2893
5.5,52.4032,52.4032
5.6,55.936,55.936
5.7,56.1715,56.1715
5.8,52.1677,52.1677
5.9,55.8182,55.8182
6,52.8742,52.8742
6.1,51.6966,51.6966
6.2,47.575,47.575
6.3,52.7565,52.7565
6.4,56.1715,56.1715
6.5,43.8067,43.8067
6.6,56.407,56.407
6.7,52.7565,52.7565
6.8,44.0422,44.0422
6.9,48.0461,48.0461
7,54.8762,54.8762
7.1,44.8666,44.8666
7.2,55.8182,55.8182
7.3,52.1677,52.1677
7.4,56.0538,56.0538
7.5,55.936,55.936
7.6,49.577,49.577
7.7,56.1715,56.1715
7.8,56.2893,56.2893
7.9,51.9322,51.9322
8,53.6986,53.6986
8.1,50.7546,50.7546
8.2,54.6406,54.6406
8.3,48.9882,48.9882
8.4,51.6966,51.6966
8.5,52.0499,52.0499
8.6,56.407,56.407
8.7,48.3994,48.3994
8.8,49.1059,49.1059
8.9,56.2893,56.2893
9,43.5712,43.5712
9.1,51.8144,51.8144
9.2,56.0538,56.0538
9.3,56.2893,56.2893
9.4,51.9322,51.9322
9.5,50.7546,50.7546
9.6,49.1059,49.1059
9.7,47.4573,47.4573
9.8,48.2816,48.2816
9.9,51.9322,51.9322
10,44.8666,44.8666
10.1,52.2854,52.2854
10.2,43.2179,43.2179
10.3,55.7005,55.7005
10.4,52.1677,52.1677
10.5,52.8742,52.8742
10.6,45.4554,45.4554
10.7,52.6387,52.6387
10.8,56.0538,56.0538
10.9,50.4013,50.4013
11,50.9901,50.9901
11.1,49.577,49.577
11.2,44.631,44.631
11.3,46.9862,46.9862
11.4,49.6947,49.6947
11.5,52.0499,52.0499
11.6,56.1715,56.1715
11.7,55.7005,55.7005
11.8,50.048,50.048
11.9,49.8125,49.8125
12,50.8723,50.8723
12.1,55.1117,55.1117
12.2,52.521,52.521
12.3,50.519,50.519
12.4,48.2816,48.2816
12.5,55.936,55.936
12.6,49.9302,49.9302
12.7,48.2816,48.2816
12.8,51.8144,51.8144
12.9,49.1059,49.1059
13,52.0499,52.0499
13.1,53.463,53.463
13.2,52.2854,52.2854
13.3,44.7488,44.7488
13.4,52.992,52.992
13.5,55.936,55.936
13.6,55.8182,55.8182
13.7,48.5171,48.5171
13.8,55.936,55.936
13.9,43.3357,43.3357
14,56.1715,56.1715
14.1,55.8182,55.8182
14.2,56.0538,56.0538
14.3,47.6928,47.6928
14.4,46.3974,46.3974
14.5,48.8704,48.8704
14.6,55.936,55.936
14.7,51.8144,51.8144
14.8,50.1658,50.1658
14.9,46.2797,46.2797
15,55.2294,55.2294
15.1,56.2893,56.2893
15.2,56.0538,56.0538
15.3,56.0538,56.0538
15.4,52.6387,52.6387
15.5,48.8704,48.8704
15.6,43.2179,43.2179
15.7,56.1715,56.1715
15.8,52.0499,52.0499
15.9,51.8144,51.8144
16,45.5731,45.5731
16.1,56.2893,56.2893
16.2,49.2237,49.2237
16.3,56.0538,56.0538
16.4,52.521,52.521
16.5,51.8144,51.8144
16.6,56.0538,56.0538
16.7,48.0461,48.0461
16.8,52.0499,52.0499
16.9,47.575,47.575
17,46.1619,46.1619
17.1,51.8144,51.8144
17.2,40.1562,40.1562
17.3,50.9901,50.9901
17.4,52.2854,52.2854
17.5,56.2893,56.2893
17.6,49.577,49.577
17.7,51.6966,51.6966
17.8,55.936,55.936
17.9,56.1715,56.1715
18,56.1715,56.1715
18.1,42.7469,42.7469
18.2,50.4013,50.4013
18.3,55.8182,55.8182
18.4,49.2237,49.2237
18.5,51.2256,51.2256
18.6,37.0944,37.0944
18.7,52.7565,52.7565
18.8,55.8182,55.8182
18.9,45.8086,45.8086
19,41.8048,41.8048
19.1,47.8106,47.8106
19.2,52.1677,52.1677
19.3,56.1715,56.1715
19.4,51.3434,51.3434
19.5,51.6966,51.6966
19.6,56.407,56.407
19.7,52.6387,52.6387
19.8,49.577,49.577
19.9,55.5827,55.5827
20,51.4611,51.4611
20.1,44.9843,44.9843
20.2,53.9341,53.9341
20.3,52.521,52.521
20.4,56.1715,56.1715
20.5,49.6947,49.6947
20.6,50.4013,50.4013
20.7,50.9901,50.9901
20.8,43.9245,43.9245
20.9,55.936,55.936
21,45.9264,45.9264
21.1,47.575,47.575
21.2,56.407,56.407
21.3,53.5808,53.5808
21.4,49.4592,49.4592
21.5,52.1677,52.1677
21.6,52.1677,52.1677
21.7,56.1715,56.1715
21.8,56.0538,56.0538
21.9,56.1715,56.1715
22,47.3395,47.3395
22.1,52.6387,52.6387
22.2,40.6272,40.6272
